shoe_name,url,brand,review_date,price,total_score,audience_score,user_rating,expert_rating,ranking,popularity,ranking_percentile,popularity_percentile,pros,cons,awards,rr_verdict,num_pros,num_cons,num_awards,user_review_count,expert_review_count,terrain,arch,arch_support,use,pace,season,shoe_weight_g,toe_drop_mm,foot_height_mm,heel_stack_lab,heel_lab,forefoot_lab,midsole_softness,difference_in_midsole_softness_in_cold,stiffness,difference_in_stiffness_in_cold,torsional_rigidity,heel_counter_stiffness,toebox_durability,heel_padding_durability,outsole_durability,breathability,lightweight,plate,rocker,waterproofing,size,width_fit,toebox_width,widths_available,orthotic_friendly,for_heavy_runners,drop_mm,drop_lab,weight_lab,strike_pattern,trail_terrain,lug_depth,has_carbon_plate,removable_insole,toe_drop,foot_height,shoe_weight
Skechers GOrun Razor Excess,https://runrepeat.com/skechers-gorun-razor-excess,Skechers,2021-03-31,140.0,81.0,81.0,78.0,88.0,262.0,307.0,Bottom 19%,Bottom 5%,"['Ultra-lightweight', ' Fast', ' Comfortable', ' Breathable', ' Grippy', ' Value at $140', ' Cool colorways', ' True to size', ' Fits wide feet']","['Narrow feet beware', ' Adaptation period needed']",['Top pick in best Skechers running shoes'],"Donning the Skechers GOrun Razor Excess is light, fast, fun, and comfortable. The hits from Skechers keep coming and the Razor line as a whole is fantastic. This Razor Excess has more of their amazing Hyper Burst midsole than past models, which provided my feet with a bit more comfort and padding for longer efforts or even daily training. Don’t be fooled though, this unicorn can toe the line on race day and carry speed through tempo workouts. It can do just about everything!",9,2,1,414.0,8.0,Road,Neutral,Neutral,"['Jogging ', ' Walking']","['Daily running', ' Tempo']",-,213.0,4.0,26.0,,"27.4 mm, 30.0 mm","21.0 mm, 26.0 mm",-,-,Moderate,Big,Stiff,Moderate,-,-,-,-,✓,,✓,,Slightly large,Narrow,-,Normal,✗,,5.2,"6.4 mm, 4.0 mm","7.1 oz / 202g, 7.5 oz / 213g",Mid/forefoot,,,False,✗,4 mm,26 mm,Men: 7.5 oz / 213g | Women: 5.7 oz / 162g
Skechers GO RUN Max Road 6,https://runrepeat.com/skechers-go-run-max-road-6,Skechers,2024-11-27,145.0,91.0,91.0,92.0,87.0,28.0,130.0,Top 9%,Top 41%,"['Maximalist yet affordable', ' Durable', ' grippy Goodyear outsole', ' Plush upper', ' Machine washable for convenience', ' Doubles as a walking shoe', ' Fantastic at easy paces', ' Rocker-enhanced transitions', ' CO2-infused midsole']","['Noticeably heavy', ' Struggles at faster paces', ' Lacks energy return']","['Top pick in best Skechers running shoes', ' Top 11% in road running shoes', ' Top 13% in long distance running shoes']","The Skechers GO RUN Max Road 6 shines for runners who prefer a maximalist shoe for easy-paced miles, jogs, or even just walking. In our experience, its substantial weight and towering stack reduce versatility, but it makes up for this with a comfortable upper, a reliable Goodyear outsole, and an impressively affordable price. We also appreciated its CO2-infused midsole, which also performs better for slow paces than for faster efforts.",9,3,3,130.0,7.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear']",['Daily running'],All seasons,312.0,6.0,34.0,,"39.7 mm, 40.0 mm","31.6 mm, 34.0 mm",Soft,Big,Moderate,Normal,Moderate,Moderate,Decent,Good,Good,Moderate,,Carbon plate,✗,,True to size,Medium,Narrow,Normal,✓,,7.05,"8.1 mm, 6.0 mm","11.3 oz / 319g, 11 oz / 312g","Heel, Mid/forefoot",,,True,✓,6 mm,34 mm,Men: 11 oz / 312g | Women: 9.2 oz / 261g
Skechers GO RUN Ride 11,https://runrepeat.com/skechers-go-run-ride-11,Skechers,2024-01-22,125.0,92.0,92.0,94.0,90.0,7.0,246.0,Top 3%,Bottom 24%,"['Well-cushioned and comfortable', ' Lively and bouncy midsole', ' Carbon-infused H-plate feels responsive', ' Propulsive rocker geometry', ' Good for long distances', ' Generously padded and forgiving upper', ' Feels like a premium shoe', ' Great price per performance']","['Heavier than average', ' Not ideal for wide feet', ' Questionable upper durability', ' Finnicky rearfoot lockdown']","['Top pick in best Skechers running shoes', ' Top 3% in road running shoes', ' Top 25% in Skechers running shoes']","The Go Run Ride 11 is an unassuming offering from Skechers that comes packed with features that make it an excellent addition to any runner's rotation regardless of experience level. From the Goodyear rubber outsole to the supercritical Hyperburst Ice midsole foam, as well as the patented Skechers arch support system, the GRR 11 feels much more like a premium running shoe than its $125 price stage would suggest. We couldn't get enough of testing this daily trainer that brought lots of comfort and fun to our test runs.",8,4,3,407.0,8.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking ', ' All-day wear']",['Daily running'],All seasons,275.0,6.0,32.0,,"34.1 mm, 38.0 mm","27.6 mm, 32.0 mm",Soft,"Small, Normal",Moderate,Normal,Stiff,Moderate,Decent,Bad,Good,Moderate,,,✓,,True to size,Narrow,Medium,Normal,✓,,6.25,"6.5 mm, 6.0 mm","10.1 oz / 285g, 9.7 oz / 275g",Mid/forefoot,,,False,✓,6 mm,32 mm,9.7 oz / 275g
Skechers Max Cushioning Elite,https://runrepeat.com/skechers-max-cushioning-elite,Skechers,2020-04-16,90.0,82.0,82.0,91.0,,454.0,204.0,Bottom 18%,Top 37%,"['Excellent cushioning', ' Roomy toe-box', ' Good lockdown', ' Comfy upper', ' Great laces', ' Budget-friendly']","['No removable insole', ' Not very durable']",[''],"With the Skechers Max Cushioning Elite, I experienced market-leading cushioning at a budget-friendly price point. With comfort at the forefront, I commend these shoes for being a great option for beginner runners who want to care for their joints.",6,2,1,70779.0,,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],-,326.0,6.0,,,42.3 mm,26.2 mm,-,-,Stiff,Normal,-,-,-,-,-,-,,,,,True to size,Narrow,-,"Narrow, Normal, X-Wide",✗,,11.05,"16.1 mm, 6.0 mm","11.9 oz / 336g, 11.5 oz / 326g",Heel,,,False,✗,6 mm,,Men: 11.5 oz / 326g | Women: 7.5 oz / 213g
Skechers Max Cushioning Elite 2.0,https://runrepeat.com/skechers-max-cushioning-elite-2-0,Skechers,2024-12-19,100.0,84.0,84.0,90.0,80.0,228.0,326.0,Bottom 29%,Top 1%,"['Well cushioned', ' Softly padded', ' comfortable upper', ' Lightweight for its generous stack height', ' Machine washable', ' Great value', ' Ideal for heel strikers', ' Doubles as a walking shoe', ' Premium', ' plush insole']","['Only for narrow feet', ' Lacks energy return', ' Limited forefoot stability', ' Poor ventilation']",['Top 1% most popular running shoes'],"The Skechers Max Cushioning Elite 2.0 is a superb choice for narrow-footed runners looking for a versatile, comfort-focused, and reasonably priced option for both running and walking. In our lab tests, we found it offers substantial cushioning and a cozy upper that feels fantastic during all-day wear. However, its narrow fit significantly limits its appeal for those with wider feet or who prefer a roomier toebox.",10,4,1,3236.0,1.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear ', ' For beginners']",['Daily running'],All seasons,270.0,6.0,33.0,,"36.4 mm, 39.0 mm","27.6 mm, 33.0 mm",Balanced,Normal,Moderate,Normal,Stiff,Moderate,Decent,Decent,Decent,Warm,✗,,✓,,True to size,Narrow,Medium,"Normal, Wide",✓,,7.4,"8.8 mm, 6.0 mm","9.5 oz / 269g, 9.5 oz / 270g","Heel, Mid/forefoot",,,False,✓,6 mm,33 mm,Men: 9.5 oz / 270g | Women: 8.5 oz / 242g
The North Face Vectiv Enduris 3,https://runrepeat.com/the-north-face-vectiv-enduris-3,The North Face,2025-03-05,150.0,90.0,90.0,91.0,88.0,47.0,205.0,Top 15%,Bottom 36%,"['Eye-catching design', ' Well cushioned for heel strikers', ' Fantastic durability', ' Snug lockdown', ' Stability-boosting TPU plate', ' Fun', ' rockered ride', ' Reliable grip on moderate terrain', ' Cushioned tongue for max comfort']","['Tapered toebox', ' Advertised drop is misleading', ' Not breathable', ' EVA foam lacks bounce']","['Top 8% in trail running shoes', ' Top 1% in The North Face running shoes']","The North Face is widely recognized for its apparel, but in our experience, the Vectiv Enduris 3 proves they can deliver a serious trail shoe too. We found its durability exceptional, the grip dependable, and the stability ideal for heel strikers. While the drop is steeper than advertised and the toebox restricts natural toe splay, its bold, head-turning design offers a refreshing alternative for those seeking something beyond mainstream shoe brands.",9,4,2,562.0,7.0,Trail,Neutral,Neutral,['Hiking'],,All seasons,307.0,6.0,24.0,"35.8 mm, 30.0 mm",,"24.2 mm, 24.0 mm",Balanced,Normal,Flexible,Big,Stiff,Stiff,Good,Good,Good,Warm,,✗,,,True to size,Medium,Medium,Normal,✓,✓,8.8,"11.6 mm, 6.0 mm","9.7 oz / 275g, 10.8 oz / 307g",Heel,Light,3.3 mm,False,✓,6 mm,24 mm,Men: 10.8 oz / 307g | Women: 9.1 oz / 257g
Topo Atmos,https://runrepeat.com/topo-athletic-atmos,Topo Athletic,2025-02-05,160.0,90.0,90.0,91.0,89.0,37.0,197.0,Top 12%,Bottom 39%,"['Max-cushioned comfort', ' Ultra-spacious toebox', ' Stable ride', ' Premium Ortholite footbed', ' Midfoot-friendly geometry', ' Lightweight for its huge size', ' Great for easy long runs', ' No heel slippage']","['Lacks energy return', ' Not for narrow-footed runners', ' Could be a bit more flexible']","['Top pick in best running shoes with a wide toebox', ' Top pick in best running shoes for heavy men', ' Top 14% in road running shoes', ' Top 16% in long distance running shoes']","Topo finally steps into the max-cushioned category, and in our experience, the Atmos is a strong first effort. We found it delivers a stable, well-balanced ride with the brand’s signature anatomical toebox and moderate drop—perfect for midfoot and forefoot strikers. However, its energy return lags behind top-tier competitors, and the outsole design raises some durability concerns. That said, we think this is a promising start for Topo in the high-stack daily trainer space, with room for refinement.",8,3,4,674.0,12.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear']",['Daily running'],All seasons,275.0,5.0,33.0,,"37.8 mm, 38.0 mm","32.5 mm, 33.0 mm",Balanced,Normal,Moderate,Small,Stiff,Stiff,Decent,Good,Good,Moderate,✗,,✗,,True to size,Wide,Wide,"Normal, Wide",✓,,5.15,"5.3 mm, 5.0 mm","9.7 oz / 275g, 9.7 oz / 275g",Mid/forefoot,,,False,✓,5 mm,33 mm,Men: 9.7 oz / 275g | Women: 7.9 oz / 224g
Topo Cyclone 2,https://runrepeat.com/topo-athletic-cyclone-2,Topo Athletic,2025-02-02,150.0,89.0,89.0,90.0,87.0,81.0,191.0,Top 25%,Bottom 41%,"['Exceptionally roomy', ' foot-shaped toebox', ' Outstanding value for the price', ' Full-length Pebax midsole', ' Impressively flexible for a natural ride', ' Snappy', ' lightweight and fun', ' Great as a plateless racing shoe', ' Sticky rubber delivers great grip', ' Excels in track workouts and intervals', ' Superb breathability']","['Not ideal for narrow-footed runners', ' Limited cushioning', ' Not very stable', ' Durability concerns']","['Top pick in best running shoes with a wide toebox', ' Top pick in best running shoes for bunions', ' Top 28% in road running shoes', ' Top 27% in neutral running shoes']","The Topo Cyclone 2 is a true standout in the lightweight performance category, delivering a highly-responsive, feather-light ride with an ultra-spacious toebox that allows natural toe splay. In our lab tests, we were impressed by the full-length Pebax midsole and the shoe’s nimble feel, making it perfect for fast workouts and tempo runs. The breathable upper kept our feet cool, and the grip performed beyond expectations. While it lacks heel stability and feels slightly firmer than we preferred, we believe its versatility, fun ride, and outstanding value make it a fantastic choice for many runners.",11,4,4,588.0,15.0,Road,Neutral,Neutral,"['Jogging ', ' Treadmill ', ' Walking']","['Daily running', ' Tempo']","Summer, All seasons",196.0,5.0,23.0,,"26.2 mm, 28.0 mm","22.0 mm, 23.0 mm",Balanced,Normal,Flexible,Small,Flexible,Flexible,Bad,Good,Good,Breathable,✓,,✓,,True to size,Wide,Wide,Normal,✓,,4.6,"4.2 mm, 5.0 mm","6.7 oz / 190g, 6.9 oz / 196g",Mid/forefoot,,,False,✓,5 mm,23 mm,Men: 6.9 oz / 196g | Women: 5.5 oz / 156g
Topo MTN Racer 3,https://runrepeat.com/topo-athletic-mtn-racer-3,Topo Athletic,2025-03-03,150.0,87.0,87.0,86.0,89.0,147.0,184.0,Top 46%,Bottom 43%,"['Ultra-durable and grippy Vibram rubber', ' Wide', ' foot-shaped toebox', ' Breathable-light upper', ' Fully gusseted tongue', ' Lug pattern handles varied terrain', ' Secure and stable for forefoot and midfoot strikers', ' Great as a hiking shoe', ' Solid value']","['Not a racer despite its name', ' Upper durability falls short', ' Too roomy for small or narrow feet', ' Lacks reflective elements']",[''],"The Topo MTN Racer 3 might not live up to its name as a true racer, but in our experience, it does a pretty good job as a trail shoe built for comfort and stability. We found its ultra-wide toebox perfect for natural toe splay, making it a dream for those with high-volume feet. Paired with a durable Vibram outsole, it offers superb traction across varied terrain. However, major downsides include weak upper durability and a fit that heavily favors wide, high-volume feet—leaving others with a wobbly, unstable ride.",9,4,1,773.0,18.0,Trail,Neutral,Neutral,"['Hiking ', ' Off-trail ', ' Mud']",,All seasons,278.0,5.0,28.5,"33.5 mm, 33.5 mm",,"26.6 mm, 28.5 mm",Balanced,Small,Moderate,Normal,Stiff,Moderate,Bad,Decent,Good,Moderate,,✗,,,Slightly small,Wide,Wide,Normal,✓,✗,5.95,"6.9 mm, 5.0 mm","10.1 oz / 286g, 9.8 oz / 278g",Mid/forefoot,"Light, Moderate",4.2 mm,False,✓,5 mm,28.5 mm,Men: 9.8 oz / 278g | Women: 8.7 oz / 246g
Topo Phantom 3,https://runrepeat.com/topo-athletic-phantom-3,Topo Athletic,2025-01-31,145.0,89.0,89.0,88.0,90.0,94.0,134.0,Top 30%,Top 42%,"['Spacious', ' foot-shaped toebox', ' Good versatility as a daily trainer', ' Ideal for high-volume feet', ' Lightweight', ' Premium Ortholite insole', ' Well suited for midfoot and forefoot strikers', ' Comfortable for walking too', ' Stable ride']","['Lacks energy return', ' Firmer feel', ' Not for narrow feet']","['Top 30% in running shoes', ' Top 30% in neutral running shoes']","The Topo Phantom 3 is a great pick for runners who need a spacious, foot-shaped toebox with ample room in all directions. In our runs, the cushioning felt slightly firm and lacked bounce, making it less ideal for those seeking performance. However, for midfoot and forefoot strikers who prioritize comfort and value, we think its well-padded upper and stable platform create a reliable option for daily training—especially for high-volume feet that need extra space to accommodate their toes.",9,3,2,852.0,5.0,Road,Neutral,Neutral,"['Jogging ', ' Walking ', ' All-day wear']",['Daily running'],All seasons,261.0,5.0,27.0,,"32.6 mm, 32.0 mm","26.8 mm, 27.0 mm",Soft,Big,Moderate,Big,Stiff,Stiff,Decent,Good,Good,Moderate,✗,,✗,,True to size,Medium,Wide,"Normal, Wide",✓,,5.4,"5.8 mm, 5.0 mm","9.5 oz / 269g, 9.2 oz / 261g",Mid/forefoot,,,False,✓,5 mm,27 mm,Men: 9.2 oz / 261g | Women: 8.2 oz / 232g
Topo Traverse,https://runrepeat.com/topo-athletic-traverse,Topo Athletic,2025-03-05,150.0,90.0,90.0,91.0,89.0,34.0,260.0,Top 11%,Bottom 19%,"['Spacious toebox', ' Protective TPU rock plate', ' Ultra-durable and grippy Vibram outsole', ' Breathable upper', ' Fully-gusseted tongue', ' Secure lockdown', ' Versatile design works for hiking too', ' Versatile lug design', ' Water-repellent footbed']","['Heavier than it looks', ' Midsole feels a bit firm', ' Upper lacks durability', ' Limited stability']","['Top pick in best Running shoes for knee pain', ' Top 6% in trail running shoes', ' Top 17% in Topo Athletic running shoes']","We think the Topo Traverse is a well-rounded choice for those looking to hike and run in the same shoe. Its Vibram outsole grips well, the upper allows great airflow, and the foot-shaped toebox provides a natural and relaxed fit. That said, we found that the upper may wear down sooner than expected, and its weight slightly reduces agility, even though it’s not among the most cushioned trail shoes.",9,4,3,727.0,12.0,Trail,Neutral,Neutral,"['Hiking ', ' Off-trail ', ' Mud']",,All seasons,300.0,5.0,25.0,"30.8 mm, 30.0 mm",,"26.0 mm, 25.0 mm",Balanced,Small,Moderate,Normal,Stiff,Moderate,Bad,Good,Good,Moderate,,Rock plate,,Water repellent,True to size,Wide,Wide,"Normal, Wide",✓,✗,4.9,"4.8 mm, 5.0 mm","10.9 oz / 308g, 10.6 oz / 300g",Mid/forefoot,"Light, Moderate",4.1 mm,False,✓,5 mm,25 mm,Men: 10.6 oz / 300g | Women: 8.7 oz / 246g
Topo Ultraventure 3,https://runrepeat.com/topo-athletic-ultraventure-3,Topo Athletic,2025-02-16,150.0,87.0,87.0,88.0,86.0,138.0,131.0,Top 43%,Top 41%,"['Ultra-roomy toe box', ' Protective underfoot', ' Works for hiking too', ' Excellent traction by Vibram', ' Great midfoot and heel hold', ' Versatile for trails and roads', ' Above-average durability', ' Lightweight for its size', ' Solid Altra Olympus alternative']","['Not the best for heel strikers', ' Only for easy or mild trails', ' Needs better outsole coverage', ' Lacks reflective elements']",[''],"The Ultraventure 3 provides all-day cushioning, making it an excellent choice for long-distance training. We were impressed by its ultra-spacious toebox, which offers exceptional comfort for wide-footed runners, and its grippy-yet-durable Vibram outsole. Despite its maximalist cushioning, we found that it maintains a reasonable weight and impressive flexibility, making it a great option for hiking as well. However, we think it’s not the best fit for heel strikers due to its geometry, and runners with narrow feet may find it excessively roomy.",9,4,1,869.0,17.0,Trail,Neutral,Neutral,['Hiking'],,All seasons,289.0,5.0,30.0,"37.2 mm, 35.0 mm",,"30.9 mm, 30.0 mm",Soft,Small,Moderate,Small,Stiff,Moderate,Decent,Decent,Good,Moderate,,,,,True to size,Wide,Wide,Normal,✓,✗,5.65,"6.3 mm, 5.0 mm","9.7 oz / 276g, 10.2 oz / 289g",Mid/forefoot,Light,3.2 mm,False,✓,5 mm,30 mm,Men: 10.2 oz / 289g | Women: 8.3 oz / 235g
